,id,Network,score,initial_state
0,Random Noise,6,0.007518518518518519,constant
0,Random Noise,7,0.014518518518518505,constant
0,Random Noise,8,0.006000000000000003,constant
0,Random Noise,9,0.006407407407407414,constant
0,Random Noise,0,0.011481481481481468,constant
0,Random Noise,1,0.010740740740740731,constant
0,Random Noise,2,0.01022222222222222,constant
0,Random Noise,3,0.011222222222222224,constant
0,Random Noise,4,0.014518518518518505,constant
0,Random Noise,5,0.01344444444444444,constant
0,Random Noise,6,0.005703703703703698,constant
0,Random Noise,7,0.01444444444444444,constant
0,Random Noise,8,0.009962962962962963,constant
0,Random Noise,9,0.013592592592592587,constant
0,Random Noise,0,0.006740740740740729,constant
0,Random Noise,1,0.012148148148148142,constant
0,Random Noise,2,0.009740740740740729,constant
0,Random Noise,3,0.009185185185185176,constant
0,Random Noise,4,0.012259259259259254,constant
0,Random Noise,5,0.011888888888888885,constant
0,Random Noise,6,0.012925925925925919,constant
0,Random Noise,7,0.00911111111111112,constant
0,Random Noise,8,0.012037037037037027,constant
0,Random Noise,9,0.010074074074074067,constant
0,Random Noise,0,0.014999999999999998,constant
0,Random Noise,1,0.011740740740740739,constant
0,Random Noise,2,0.010111111111111107,constant
0,Random Noise,3,0.013111111111111113,constant
0,Random Noise,4,0.005740740740740729,constant
0,Random Noise,5,0.00903703703703705,constant
0,Random Noise,6,0.012851851851851856,constant
0,Random Noise,7,0.009888888888888886,constant
0,Random Noise,8,0.010666666666666663,constant
0,Random Noise,9,0.007185185185185177,constant
0,Extinction,0,0.33314814814814814,constant
0,Extinction,1,0.2795555555555556,constant
0,Extinction,2,0.4444444444444445,constant
0,Extinction,3,0.22511111111111107,constant
0,Extinction,4,0.40211111111111103,constant
0,Extinction,5,0.23337037037037037,constant
0,Extinction,6,0.3133333333333333,constant
0,Extinction,7,0.32814814814814813,constant
0,Extinction,8,0.3522962962962963,constant
0,Extinction,9,0.2911851851851852,constant
0,Extinction,0,0.33781481481481485,constant
0,Extinction,1,0.27977777777777774,constant
0,Extinction,2,0.4444444444444445,constant
0,Extinction,3,0.22044444444444444,constant
0,Extinction,4,0.39577777777777773,constant
0,Extinction,5,0.2348148148148148,constant
0,Extinction,6,0.32088888888888883,constant
0,Extinction,7,0.32592592592592595,constant
0,Extinction,8,0.35407407407407404,constant
0,Extinction,9,0.2901851851851852,constant
0,Extinction,0,0.3389259259259259,constant
0,Extinction,1,0.282,constant
0,Extinction,2,0.4444444444444445,constant
0,Extinction,3,0.23411111111111113,constant
0,Extinction,4,0.39566666666666667,constant
0,Extinction,5,0.23925925925925925,constant
0,Extinction,6,0.3165555555555555,constant
0,Extinction,7,0.32670370370370366,constant
0,Extinction,8,0.35362962962962957,constant
0,Extinction,9,0.29051851851851856,constant
0,Extinction,0,0.3369259259259259,constant
0,Extinction,1,0.2782962962962963,constant
0,Extinction,2,0.4444444444444445,constant
0,Extinction,3,0.23155555555555551,constant
0,Extinction,4,0.3913333333333333,constant
0,Extinction,5,0.23725925925925925,constant
0,Extinction,6,0.31499999999999995,constant
0,Extinction,7,0.32681481481481484,constant
0,Extinction,8,0.35418518518518516,constant
0,Extinction,9,0.2886296296296297,constant
0,Extinction,0,0.3360370370370371,constant
0,Extinction,1,0.27999999999999997,constant
0,Extinction,2,0.4444444444444445,constant
0,Extinction,3,0.233,constant
0,Extinction,4,0.39288888888888884,constant
0,Extinction,5,0.23748148148148152,constant
0,Extinction,6,0.31044444444444447,constant
0,Extinction,7,0.32514814814814813,constant
0,Extinction,8,0.3549629629629629,constant
0,Extinction,9,0.2896296296296297,constant
0,Extinction,0,0.33792592592592596,constant
0,Extinction,1,0.28011111111111114,constant
0,Extinction,2,0.4444444444444445,constant
0,Extinction,3,0.23011111111111107,constant
0,Extinction,4,0.3974444444444445,constant
0,Extinction,5,0.2359259259259259,constant
0,Extinction,6,0.31155555555555553,constant
0,Extinction,7,0.32492592592592595,constant
0,Extinction,8,0.35462962962962963,constant
0,Extinction,9,0.29029629629629633,constant
0,Extinction,0,0.33614814814814814,constant
0,Extinction,1,0.2768888888888889,constant
0,Extinction,2,0.4444444444444445,constant
0,Extinction,3,0.22844444444444445,constant
0,Extinction,4,0.3857777777777778,constant
0,Extinction,5,0.2369259259259259,constant
0,Extinction,6,0.3118888888888889,constant
0,Extinction,7,0.32625925925925925,constant
0,Extinction,8,0.3525185185185185,constant
0,Extinction,9,0.2894074074074074,constant
0,Extinction,0,0.3373703703703704,constant
0,Extinction,1,0.2801111111111111,constant
0,Extinction,2,0.4444444444444445,constant
0,Extinction,3,0.22322222222222218,constant
0,Extinction,4,0.3913333333333333,constant
0,Extinction,5,0.23292592592592595,constant
0,Extinction,6,0.31722222222222224,constant
0,Extinction,7,0.327037037037037,constant
0,Extinction,8,0.3545185185185185,constant
0,Extinction,9,0.2914074074074074,constant
0,Extinction,0,0.3379259259259259,constant
0,Extinction,1,0.28044444444444444,constant
0,Extinction,2,0.4444444444444445,constant
0,Extinction,3,0.23066666666666666,constant
0,Extinction,4,0.38733333333333336,constant
0,Extinction,5,0.23837037037037034,constant
0,Extinction,6,0.30988888888888894,constant
0,Extinction,7,0.327925925925926,constant
0,Extinction,8,0.355962962962963,constant
0,Extinction,9,0.2900740740740741,constant
0,Extinction,0,0.3393703703703704,constant
0,Extinction,1,0.27799999999999997,constant
0,Extinction,2,0.4444444444444445,constant
0,Extinction,3,0.22811111111111107,constant
0,Extinction,4,0.3922222222222222,constant
0,Extinction,5,0.24103703703703705,constant
0,Extinction,6,0.3097777777777777,constant
0,Extinction,7,0.32570370370370366,constant
0,Extinction,8,0.354962962962963,constant
0,Extinction,9,0.28929629629629633,constant
0,No Extinction,0,0.3376666666666667,constant
0,No Extinction,1,0.32837037037037037,constant
0,No Extinction,2,0.4444444444444445,constant
0,No Extinction,3,0.2054074074074074,constant
0,No Extinction,4,0.33570370370370367,constant
0,No Extinction,5,0.21114814814814817,constant
0,No Extinction,6,0.31811111111111107,constant
0,No Extinction,7,0.262962962962963,constant
0,No Extinction,8,0.4426666666666666,constant
0,No Extinction,9,0.3310370370370371,constant
0,No Extinction,0,0.3402222222222222,constant
0,No Extinction,1,0.32881481481481484,constant
0,No Extinction,2,0.4444444444444445,constant
0,No Extinction,3,0.2077407407407407,constant
0,No Extinction,4,0.3295925925925926,constant
0,No Extinction,5,0.21381481481481482,constant
0,No Extinction,6,0.31355555555555553,constant
0,No Extinction,7,0.26140740740740737,constant
0,No Extinction,8,0.44177777777777777,constant
0,No Extinction,9,0.32792592592592595,constant
0,No Extinction,0,0.3356666666666666,constant
0,No Extinction,1,0.3322592592592593,constant
0,No Extinction,2,0.4444444444444445,constant
0,No Extinction,3,0.2106296296296296,constant
0,No Extinction,4,0.33292592592592596,constant
0,No Extinction,5,0.21359259259259258,constant
0,No Extinction,6,0.31866666666666665,constant
0,No Extinction,7,0.26096296296296295,constant
0,No Extinction,8,0.4444444444444445,constant
0,No Extinction,9,0.32548148148148154,constant
0,No Extinction,0,0.3353333333333333,constant
0,No Extinction,1,0.32581481481481483,constant
0,No Extinction,2,0.4444444444444445,constant
0,No Extinction,3,0.20985185185185184,constant
0,No Extinction,4,0.33114814814814825,constant
0,No Extinction,5,0.21759259259259256,constant
0,No Extinction,6,0.31577777777777777,constant
0,No Extinction,7,0.26107407407407407,constant
0,No Extinction,8,0.44355555555555554,constant
0,No Extinction,9,0.32492592592592595,constant
0,No Extinction,0,0.336,constant
0,No Extinction,1,0.3271481481481482,constant
0,No Extinction,2,0.4444444444444445,constant
0,No Extinction,3,0.2104074074074074,constant
0,No Extinction,4,0.3330370370370371,constant
0,No Extinction,5,0.2143703703703704,constant
0,No Extinction,6,0.32066666666666666,constant
0,No Extinction,7,0.26007407407407407,constant
0,No Extinction,8,0.4444444444444445,constant
0,No Extinction,9,0.3305925925925926,constant
0,No Extinction,0,0.34,constant
0,No Extinction,1,0.33314814814814814,constant
0,No Extinction,2,0.4444444444444445,constant
0,No Extinction,3,0.20929629629629629,constant
0,No Extinction,4,0.3302592592592593,constant
0,No Extinction,5,0.21322222222222223,constant
0,No Extinction,6,0.3193333333333334,constant
0,No Extinction,7,0.2601851851851852,constant
0,No Extinction,8,0.44355555555555554,constant
0,No Extinction,9,0.3310370370370371,constant
0,No Extinction,0,0.33188888888888884,constant
0,No Extinction,1,0.32948148148148154,constant
0,No Extinction,2,0.4444444444444445,constant
0,No Extinction,3,0.20985185185185184,constant
0,No Extinction,4,0.32925925925925925,constant
0,No Extinction,5,0.21525925925925926,constant
0,No Extinction,6,0.3217777777777778,constant
0,No Extinction,7,0.26062962962962966,constant
0,No Extinction,8,0.44355555555555554,constant
0,No Extinction,9,0.3261481481481482,constant
0,No Extinction,0,0.33588888888888885,constant
0,No Extinction,1,0.3287037037037037,constant
0,No Extinction,2,0.4444444444444445,constant
0,No Extinction,3,0.20951851851851847,constant
0,No Extinction,4,0.3272592592592593,constant
0,No Extinction,5,0.21392592592592594,constant
0,No Extinction,6,0.315,constant
0,No Extinction,7,0.261962962962963,constant
0,No Extinction,8,0.44177777777777777,constant
0,No Extinction,9,0.3294814814814815,constant
0,No Extinction,0,0.3336666666666666,constant
0,No Extinction,1,0.3338148148148148,constant
0,No Extinction,2,0.4444444444444445,constant
0,No Extinction,3,0.20851851851851846,constant
0,No Extinction,4,0.3267037037037037,constant
0,No Extinction,5,0.21937037037037035,constant
0,No Extinction,6,0.31911111111111107,constant
0,No Extinction,7,0.26085185185185183,constant
0,No Extinction,8,0.4426666666666666,constant
0,No Extinction,9,0.3265925925925926,constant
0,No Extinction,0,0.3366666666666667,constant
0,No Extinction,1,0.33137037037037037,constant
0,No Extinction,2,0.4444444444444445,constant
0,No Extinction,3,0.2096296296296296,constant
0,No Extinction,4,0.3291481481481482,constant
0,No Extinction,5,0.2121481481481481,constant
0,No Extinction,6,0.31677777777777777,constant
0,No Extinction,7,0.2602962962962963,constant
0,No Extinction,8,0.4408888888888889,constant
0,No Extinction,9,0.32737037037037037,constant
