,id,Network,score,initial_state
0,Random Noise,2,0.009740740740740744,random
0,Random Noise,3,0.007481481481481472,random
0,Random Noise,4,0.013629629629629617,random
0,Random Noise,5,0.01018518518518519,random
0,Random Noise,6,0.010259259259259256,random
0,Random Noise,7,0.013444444444444441,random
0,Random Noise,8,0.009111111111111103,random
0,Random Noise,9,0.006555555555555558,random
0,Random Noise,0,0.010629629629629635,random
0,Random Noise,1,0.014074074074074079,random
0,Random Noise,2,0.015000000000000001,random
0,Random Noise,3,0.009296296296296287,random
0,Random Noise,4,0.014259259259259261,random
0,Random Noise,5,0.009111111111111105,random
0,Random Noise,6,0.007629629629629619,random
0,Random Noise,7,0.007888888888888886,random
0,Random Noise,8,0.008074074074074076,random
0,Random Noise,9,0.00866666666666666,random
0,Random Noise,0,0.014962962962962964,random
0,Random Noise,1,0.01000000000000001,random
0,Random Noise,2,0.014814814814814808,random
0,Random Noise,3,0.008666666666666665,random
0,Random Noise,4,0.007222222222222221,random
0,Random Noise,5,0.007074074074074072,random
0,Random Noise,6,0.009481481481481473,random
0,Random Noise,7,0.013962962962962948,random
0,Random Noise,8,0.010185185185185191,random
0,Random Noise,9,0.01096296296296295,random
0,Extinction,0,0.15607407407407406,random
0,Extinction,1,0.08337037037037037,random
0,Extinction,2,0.08418518518518518,random
0,Extinction,3,0.0958888888888889,random
0,Extinction,4,0.14355555555555555,random
0,Extinction,5,0.12948148148148148,random
0,Extinction,6,0.10807407407407404,random
0,Extinction,7,0.14351851851851852,random
0,Extinction,8,0.10674074074074073,random
0,Extinction,9,0.059703703703703696,random
0,Extinction,0,0.15096296296296297,random
0,Extinction,1,0.08937037037037036,random
0,Extinction,2,0.07918518518518518,random
0,Extinction,3,0.10044444444444445,random
0,Extinction,4,0.14366666666666666,random
0,Extinction,5,0.13333333333333333,random
0,Extinction,6,0.11962962962962963,random
0,Extinction,7,0.1441851851851852,random
0,Extinction,8,0.11418518518518518,random
0,Extinction,9,0.062407407407407404,random
0,Extinction,0,0.15633333333333335,random
0,Extinction,1,0.09251851851851851,random
0,Extinction,2,0.08540740740740742,random
0,Extinction,3,0.09788888888888887,random
0,Extinction,4,0.13966666666666666,random
0,Extinction,5,0.12081481481481482,random
0,Extinction,6,0.11548148148148148,random
0,Extinction,7,0.13051851851851853,random
0,Extinction,8,0.10807407407407409,random
0,Extinction,9,0.07192592592592592,random
0,Extinction,0,0.15722222222222224,random
0,Extinction,1,0.09018518518518519,random
0,Extinction,2,0.0842962962962963,random
0,Extinction,3,0.10144444444444443,random
0,Extinction,4,0.14492592592592593,random
0,Extinction,5,0.12703703703703703,random
0,Extinction,6,0.11792592592592592,random
0,Extinction,7,0.14362962962962963,random
0,Extinction,8,0.1081851851851852,random
0,Extinction,9,0.0655925925925926,random
0,Extinction,0,0.15737037037037035,random
0,Extinction,1,0.08948148148148148,random
0,Extinction,2,0.07985185185185185,random
0,Extinction,3,0.09596296296296296,random
0,Extinction,4,0.14033333333333334,random
0,Extinction,5,0.12248148148148146,random
0,Extinction,6,0.1157037037037037,random
0,Extinction,7,0.14485185185185184,random
0,Extinction,8,0.11485185185185187,random
0,Extinction,9,0.06948148148148148,random
0,Extinction,0,0.15422222222222223,random
0,Extinction,1,0.0891111111111111,random
0,Extinction,2,0.08070370370370371,random
0,Extinction,3,0.09792592592592592,random
0,Extinction,4,0.14837037037037035,random
0,Extinction,5,0.12603703703703703,random
0,Extinction,6,0.11737037037037036,random
0,Extinction,7,0.1482962962962963,random
0,Extinction,8,0.1034074074074074,random
0,Extinction,9,0.0672962962962963,random
0,Extinction,0,0.1572222222222222,random
0,Extinction,1,0.08974074074074075,random
0,Extinction,2,0.0852962962962963,random
0,Extinction,3,0.10011111111111111,random
0,Extinction,4,0.14988888888888888,random
0,Extinction,5,0.13399999999999998,random
0,Extinction,6,0.11588888888888887,random
0,Extinction,7,0.14418518518518517,random
0,Extinction,8,0.11262962962962964,random
0,Extinction,9,0.06051851851851852,random
0,Extinction,0,0.15592592592592588,random
0,Extinction,1,0.09244444444444444,random
0,Extinction,2,0.07959259259259259,random
0,Extinction,3,0.10466666666666669,random
0,Extinction,4,0.13677777777777778,random
0,Extinction,5,0.1312222222222222,random
0,Extinction,6,0.1187037037037037,random
0,Extinction,7,0.1471851851851852,random
0,Extinction,8,0.10696296296296297,random
0,Extinction,9,0.06418518518518518,random
0,Extinction,0,0.15211111111111109,random
0,Extinction,1,0.09225925925925925,random
0,Extinction,2,0.09114814814814814,random
0,Extinction,3,0.0961111111111111,random
0,Extinction,4,0.13996296296296296,random
0,Extinction,5,0.1315925925925926,random
0,Extinction,6,0.10959259259259259,random
0,Extinction,7,0.15396296296296297,random
0,Extinction,8,0.10807407407407409,random
0,Extinction,9,0.06777777777777778,random
0,Extinction,0,0.15588888888888888,random
0,Extinction,1,0.09174074074074073,random
0,Extinction,2,0.08440740740740742,random
0,Extinction,3,0.09625925925925925,random
0,Extinction,4,0.1398888888888889,random
0,Extinction,5,0.1298888888888889,random
0,Extinction,6,0.11740740740740739,random
0,Extinction,7,0.1481851851851852,random
0,Extinction,8,0.10707407407407406,random
0,Extinction,9,0.06903703703703705,random
0,No Extinction,0,0.15329629629629632,random
0,No Extinction,1,0.09922222222222223,random
0,No Extinction,2,0.0755925925925926,random
0,No Extinction,3,0.10074074074074074,random
0,No Extinction,4,0.14625925925925926,random
0,No Extinction,5,0.13422222222222221,random
0,No Extinction,6,0.09674074074074074,random
0,No Extinction,7,0.16233333333333333,random
0,No Extinction,8,0.09796296296296296,random
0,No Extinction,9,0.06959259259259258,random
0,No Extinction,0,0.14977777777777776,random
0,No Extinction,1,0.10692592592592591,random
0,No Extinction,2,0.08603703703703702,random
0,No Extinction,3,0.09614814814814815,random
0,No Extinction,4,0.15822222222222224,random
0,No Extinction,5,0.13522222222222222,random
0,No Extinction,6,0.09688888888888887,random
0,No Extinction,7,0.15688888888888888,random
0,No Extinction,8,0.10614814814814814,random
0,No Extinction,9,0.0692962962962963,random
0,No Extinction,0,0.1555185185185185,random
0,No Extinction,1,0.09885185185185186,random
0,No Extinction,2,0.08737037037037036,random
0,No Extinction,3,0.10285185185185185,random
0,No Extinction,4,0.14692592592592593,random
0,No Extinction,5,0.13003703703703703,random
0,No Extinction,6,0.10122222222222221,random
0,No Extinction,7,0.156,random
0,No Extinction,8,0.09829629629629628,random
0,No Extinction,9,0.07244444444444445,random
0,No Extinction,0,0.1548148148148148,random
0,No Extinction,1,0.10811111111111112,random
0,No Extinction,2,0.08337037037037037,random
0,No Extinction,3,0.09777777777777778,random
0,No Extinction,4,0.14825925925925926,random
0,No Extinction,5,0.13377777777777777,random
0,No Extinction,6,0.0961111111111111,random
0,No Extinction,7,0.15814814814814815,random
0,No Extinction,8,0.10248148148148147,random
0,No Extinction,9,0.07307407407407408,random
0,No Extinction,0,0.1482962962962963,random
0,No Extinction,1,0.10800000000000003,random
0,No Extinction,2,0.08681481481481483,random
0,No Extinction,3,0.10066666666666667,random
0,No Extinction,4,0.14137037037037037,random
0,No Extinction,5,0.13477777777777777,random
0,No Extinction,6,0.10022222222222221,random
0,No Extinction,7,0.15188888888888888,random
0,No Extinction,8,0.10307407407407408,random
0,No Extinction,9,0.07540740740740741,random
0,No Extinction,0,0.14785185185185187,random
0,No Extinction,1,0.09422222222222222,random
0,No Extinction,2,0.08792592592592595,random
0,No Extinction,3,0.09874074074074073,random
0,No Extinction,4,0.14825925925925926,random
0,No Extinction,5,0.13337037037037036,random
0,No Extinction,6,0.10162962962962963,random
0,No Extinction,7,0.15907407407407406,random
0,No Extinction,8,0.09518518518518519,random
0,No Extinction,9,0.06914814814814817,random
0,No Extinction,0,0.15296296296296294,random
0,No Extinction,1,0.10344444444444446,random
0,No Extinction,2,0.08481481481481483,random
0,No Extinction,3,0.10255555555555555,random
0,No Extinction,4,0.15,random
0,No Extinction,5,0.1252222222222222,random
0,No Extinction,6,0.0974074074074074,random
0,No Extinction,7,0.15303703703703705,random
0,No Extinction,8,0.10507407407407408,random
0,No Extinction,9,0.07185185185185185,random
0,No Extinction,0,0.14996296296296294,random
0,No Extinction,1,0.10266666666666667,random
0,No Extinction,2,0.09048148148148148,random
0,No Extinction,3,0.0971111111111111,random
0,No Extinction,4,0.14855555555555555,random
0,No Extinction,5,0.13266666666666665,random
0,No Extinction,6,0.09744444444444446,random
0,No Extinction,7,0.1555925925925926,random
0,No Extinction,8,0.09618518518518519,random
0,No Extinction,9,0.07207407407407408,random
0,No Extinction,0,0.15196296296296294,random
0,No Extinction,1,0.09907407407407408,random
0,No Extinction,2,0.0855925925925926,random
0,No Extinction,3,0.08796296296296297,random
0,No Extinction,4,0.14859259259259258,random
0,No Extinction,5,0.1305185185185185,random
0,No Extinction,6,0.09403703703703704,random
0,No Extinction,7,0.16033333333333333,random
0,No Extinction,8,0.10455555555555555,random
0,No Extinction,9,0.07074074074074074,random
0,No Extinction,0,0.15007407407407405,random
0,No Extinction,1,0.10544444444444445,random
0,No Extinction,2,0.07748148148148147,random
0,No Extinction,3,0.0908888888888889,random
0,No Extinction,4,0.14448148148148146,random
0,No Extinction,5,0.13133333333333333,random
0,No Extinction,6,0.10407407407407405,random
0,No Extinction,7,0.152,random
0,No Extinction,8,0.10366666666666667,random
0,No Extinction,9,0.07533333333333332,random
