,id,Network,score,initial_state
0,No Extinction,1,1.3453333333333333,constant
0,No Extinction,2,0.0,constant
0,No Extinction,3,2.1124444444444443,constant
0,No Extinction,4,1.693333333333333,constant
0,No Extinction,5,0.8835555555555551,constant
0,No Extinction,6,1.3319999999999996,constant
0,No Extinction,7,1.1537777777777771,constant
0,No Extinction,8,0.02133333333333276,constant
0,No Extinction,9,1.3333333333333335,constant
0,No Extinction,0,1.121333333333333,constant
0,No Extinction,1,1.3493333333333335,constant
0,No Extinction,2,0.0,constant
0,No Extinction,3,2.1324444444444444,constant
0,No Extinction,4,1.6873333333333331,constant
0,No Extinction,5,0.887333333333333,constant
0,No Extinction,6,1.3946666666666667,constant
0,No Extinction,7,1.0844444444444443,constant
0,No Extinction,8,0.03200000000000003,constant
0,No Extinction,9,1.333333333333333,constant
0,No Extinction,0,1.062,constant
0,No Extinction,1,1.3473333333333335,constant
0,No Extinction,2,0.0,constant
0,No Extinction,3,2.1057777777777775,constant
0,No Extinction,4,1.6673333333333336,constant
0,No Extinction,5,0.9073333333333333,constant
0,No Extinction,6,1.3773333333333329,constant
0,No Extinction,7,1.0857777777777775,constant
0,No Extinction,8,0.0,constant
0,No Extinction,9,1.3333333333333333,constant
0,No Extinction,0,1.1706666666666667,constant
0,No Extinction,1,1.3353333333333333,constant
0,No Extinction,2,0.0,constant
0,No Extinction,3,2.171111111111111,constant
0,No Extinction,4,1.6473333333333335,constant
0,No Extinction,5,0.9393333333333332,constant
0,No Extinction,6,1.3920000000000001,constant
0,No Extinction,7,1.0884444444444445,constant
0,No Extinction,8,0.010666666666667268,constant
0,No Extinction,9,1.299333333333333,constant
0,No Extinction,0,1.0839999999999996,constant
0,No Extinction,1,1.3433333333333333,constant
0,No Extinction,2,0.0,constant
0,No Extinction,3,2.124444444444444,constant
0,No Extinction,4,1.7013333333333334,constant
0,No Extinction,5,0.8688888888888887,constant
0,No Extinction,6,1.3173333333333332,constant
0,No Extinction,7,1.0804444444444443,constant
0,No Extinction,8,0.0,constant
0,No Extinction,9,1.3333333333333335,constant
0,No Extinction,0,1.090666666666667,constant
0,No Extinction,1,1.3391111111111105,constant
0,No Extinction,2,0.0,constant
0,No Extinction,3,2.1337777777777776,constant
0,No Extinction,4,1.7473333333333334,constant
0,No Extinction,5,0.9466666666666667,constant
0,No Extinction,6,1.3733333333333335,constant
0,No Extinction,7,1.0711111111111107,constant
0,No Extinction,8,0.010666666666667268,constant
0,No Extinction,9,1.333333333333333,constant
0,No Extinction,0,1.1933333333333334,constant
0,No Extinction,1,1.3493333333333335,constant
0,No Extinction,2,0.0,constant
0,No Extinction,3,2.1391111111111107,constant
0,No Extinction,4,1.6653333333333333,constant
0,No Extinction,5,0.945333333333333,constant
0,No Extinction,6,1.332,constant
0,No Extinction,7,1.049777777777778,constant
0,No Extinction,8,0.010666666666667268,constant
0,No Extinction,9,1.3333333333333333,constant
0,No Extinction,0,1.1093333333333333,constant
0,No Extinction,1,1.3553333333333333,constant
0,No Extinction,2,0.0,constant
0,No Extinction,3,2.139111111111111,constant
0,No Extinction,4,1.7133333333333334,constant
0,No Extinction,5,0.854222222222222,constant
0,No Extinction,6,1.361333333333333,constant
0,No Extinction,7,1.077777777777778,constant
0,No Extinction,8,0.03200000000000003,constant
0,No Extinction,9,1.3333333333333335,constant
0,No Extinction,0,1.1019999999999999,constant
0,No Extinction,1,1.3433333333333333,constant
0,No Extinction,2,0.0,constant
0,No Extinction,3,2.1711111111111103,constant
0,No Extinction,4,1.6913333333333334,constant
0,No Extinction,5,0.9193333333333333,constant
0,No Extinction,6,1.316,constant
0,No Extinction,7,1.0871111111111111,constant
0,No Extinction,8,0.02133333333333276,constant
0,No Extinction,9,1.329333333333333,constant
0,No Extinction,0,1.1306666666666672,constant
0,No Extinction,1,1.3473333333333337,constant
0,No Extinction,2,0.0,constant
0,No Extinction,3,2.125777777777777,constant
0,No Extinction,4,1.7113333333333336,constant
0,No Extinction,5,0.9115555555555553,constant
0,No Extinction,6,1.404,constant
0,No Extinction,7,1.077777777777777,constant
0,No Extinction,8,0.0426666666666673,constant
0,No Extinction,9,1.319333333333333,constant
