RIS-TrapCode,Common Name,CalDate,Code-RISgeneric,binomial,County,TrapName,CalDate,CountType,DailyCount,DaysForCount,Count
45,True Lover's Knot,1990,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1990-06-24,Total,1,1,1.0
45,True Lover's Knot,1990,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1990-06-25,Total,1,1,1.0
45,True Lover's Knot,1990,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1990-06-28,Total,2,1,2.0
45,True Lover's Knot,1990,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1990-06-30,Total,1,1,1.0
45,True Lover's Knot,1990,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1990-02-07,Total,2,1,2.0
45,True Lover's Knot,1990,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1990-07-07,Total,1,1,1.0
45,True Lover's Knot,1990,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1990-10-07,Total,1,1,1.0
45,True Lover's Knot,1990,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1990-12-07,Total,1,1,1.0
45,True Lover's Knot,1990,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1990-07-15,Total,1,1,1.0
45,True Lover's Knot,1990,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1990-07-22,Total,2,1,2.0
45,True Lover's Knot,1990,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1990-07-23,Total,1,1,1.0
45,True Lover's Knot,1991,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1991-06-07,Total,2,1,2.0
45,True Lover's Knot,1991,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1991-07-07,Total,2,1,2.0
45,True Lover's Knot,1991,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1991-12-07,Total,3,1,3.0
45,True Lover's Knot,1991,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1991-07-13,Total,2,1,2.0
45,True Lover's Knot,1991,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1991-07-19,Total,4,1,4.0
45,True Lover's Knot,1991,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1991-07-20,Total,2,1,2.0
45,True Lover's Knot,1991,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1991-07-22,Total,3,1,3.0
45,True Lover's Knot,1991,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1991-07-24,Total,1,1,1.0
45,True Lover's Knot,1991,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1991-05-08,Total,1,1,1.0
45,True Lover's Knot,1991,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1991-11-08,Total,1,1,1.0
45,True Lover's Knot,1992,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1992-06-25,Total,1,1,1.0
45,True Lover's Knot,1992,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1992-11-07,Total,1,1,1.0
45,True Lover's Knot,1993,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1993-06-16,Total,3,1,3.0
45,True Lover's Knot,1993,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1993-06-18,Total,1,1,1.0
45,True Lover's Knot,1993,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1993-06-24,Total,3,6,0.5
45,True Lover's Knot,1993,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1993-06-25,Total,1,1,1.0
45,True Lover's Knot,1993,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1993-06-29,Total,1,4,0.25
45,True Lover's Knot,1993,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1993-01-07,Total,1,1,1.0
45,True Lover's Knot,1993,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1993-02-07,Total,1,1,1.0
45,True Lover's Knot,1993,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1993-08-07,Total,1,1,1.0
45,True Lover's Knot,1993,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1993-07-23,Total,1,14,0.071428571
45,True Lover's Knot,1994,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1994-09-07,Total,1,1,1.0
45,True Lover's Knot,1994,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1994-10-07,Total,3,1,3.0
45,True Lover's Knot,1994,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1994-07-14,Total,2,1,2.0
45,True Lover's Knot,1994,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1994-07-15,Total,1,1,1.0
45,True Lover's Knot,1994,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1994-07-16,Total,1,1,1.0
45,True Lover's Knot,1994,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1994-01-08,Total,1,1,1.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-06-17,Total,2,1,2.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-06-19,Total,1,1,1.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-06-20,Total,1,1,1.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-06-21,Total,2,1,2.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-06-28,Total,1,1,1.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-06-29,Total,2,1,2.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-06-30,Total,1,1,1.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-01-07,Total,1,1,1.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-02-07,Total,2,1,2.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-03-07,Total,3,1,3.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-04-07,Total,4,1,4.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-05-07,Total,4,1,4.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-06-07,Total,24,1,24.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-07-07,Total,5,1,5.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-09-07,Total,1,1,1.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-10-07,Total,5,1,5.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-11-07,Total,3,1,3.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-07-25,Total,1,1,1.0
45,True Lover's Knot,1995,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1995-07-26,Total,1,1,1.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-05-07,Total,1,1,1.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-10-07,Total,9,1,9.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-11-07,Total,3,1,3.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-12-07,Total,5,1,5.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-07-15,Total,1,1,1.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-07-17,Total,2,1,2.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-07-18,Total,1,1,1.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-07-19,Total,2,1,2.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-07-20,Total,2,1,2.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-07-21,Total,2,1,2.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-07-22,Total,1,1,1.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-07-23,Total,1,1,1.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-07-25,Total,4,1,4.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-07-28,Total,1,1,1.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-07-30,Total,2,1,2.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-07-31,Total,1,1,1.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-01-08,Total,1,1,1.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-05-08,Total,1,1,1.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-07-08,Total,1,1,1.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-08-14,Total,1,1,1.0
45,True Lover's Knot,1996,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1996-08-19,Total,1,1,1.0
45,True Lover's Knot,1997,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1997-06-29,Total,1,1,1.0
45,True Lover's Knot,1997,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1997-05-07,Total,2,1,2.0
45,True Lover's Knot,1997,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1997-07-07,Total,1,1,1.0
45,True Lover's Knot,1997,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1997-07-13,Total,1,1,1.0
45,True Lover's Knot,1997,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1997-07-25,Total,1,1,1.0
45,True Lover's Knot,1997,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1997-07-27,Total,1,1,1.0
45,True Lover's Knot,1997,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1997-07-31,Total,1,1,1.0
45,True Lover's Knot,1997,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1997-08-24,Total,1,1,1.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-06-18,Total,1,1,1.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-01-07,Total,1,1,1.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-02-07,Total,2,1,2.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-04-07,Total,1,1,1.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-05-07,Total,7,1,7.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-07-07,Total,1,1,1.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-08-07,Total,2,1,2.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-09-07,Total,1,1,1.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-10-07,Total,1,1,1.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-12-07,Total,1,1,1.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-07-14,Total,2,1,2.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-07-21,Total,3,1,3.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-07-22,Total,1,1,1.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-07-25,Total,1,1,1.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-07-28,Total,4,1,4.0
45,True Lover's Knot,1998,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1998-06-08,Total,1,1,1.0
45,True Lover's Knot,1999,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1999-06-17,Total,1,1,1.0
45,True Lover's Knot,1999,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1999-06-23,Total,1,1,1.0
45,True Lover's Knot,1999,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1999-06-27,Total,1,1,1.0
45,True Lover's Knot,1999,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1999-06-28,Total,1,1,1.0
45,True Lover's Knot,1999,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1999-06-30,Total,1,1,1.0
45,True Lover's Knot,1999,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1999-02-07,Total,3,1,3.0
45,True Lover's Knot,1999,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1999-06-07,Total,3,1,3.0
45,True Lover's Knot,1999,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1999-07-14,Total,1,1,1.0
45,True Lover's Knot,1999,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1999-07-15,Total,1,1,1.0
45,True Lover's Knot,1999,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1999-07-16,Total,2,1,2.0
45,True Lover's Knot,1999,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1999-07-17,Total,1,1,1.0
45,True Lover's Knot,1999,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1999-07-23,Total,1,1,1.0
45,True Lover's Knot,1999,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1999-07-24,Total,1,1,1.0
45,True Lover's Knot,1999,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1999-07-25,Total,1,1,1.0
45,True Lover's Knot,1999,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,1999-03-08,Total,1,1,1.0
45,True Lover's Knot,2000,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2000-06-22,Total,1,1,1.0
45,True Lover's Knot,2000,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2000-06-26,Total,2,1,2.0
45,True Lover's Knot,2000,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2000-06-27,Total,4,1,4.0
45,True Lover's Knot,2000,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2000-02-07,Total,1,1,1.0
45,True Lover's Knot,2000,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2000-05-07,Total,3,1,3.0
45,True Lover's Knot,2000,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2000-09-07,Total,2,1,2.0
45,True Lover's Knot,2000,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2000-07-13,Total,2,1,2.0
45,True Lover's Knot,2000,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2000-07-30,Total,1,1,1.0
45,True Lover's Knot,2000,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2000-04-08,Total,1,1,1.0
45,True Lover's Knot,2001,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2001-11-07,Total,1,1,1.0
45,True Lover's Knot,2001,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2001-07-29,Total,1,1,1.0
45,True Lover's Knot,2002,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2002-06-30,Total,1,1,1.0
45,True Lover's Knot,2002,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2002-01-07,Total,1,1,1.0
45,True Lover's Knot,2002,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2002-04-07,Total,1,1,1.0
45,True Lover's Knot,2002,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2002-07-07,Total,2,1,2.0
45,True Lover's Knot,2002,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2002-07-21,Total,1,1,1.0
45,True Lover's Knot,2002,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2002-07-22,Total,1,1,1.0
45,True Lover's Knot,2002,289,Lycophotia porphyrea,Yorkshire,Malham Tarn,2002-07-29,Total,1,1,1.0
